ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,manual_annotation,last_change
38960,1,Risk group (German classification),,,,13409,16158,1,2019-11-08 07:29:11
38961,1,Risk group (German classification),,,,16487,16483,1,2019-11-08 07:29:11
38962,1,Risk group (German classification),,,,16488,17692,1,2019-11-08 07:29:11
38963,1,Risk group (German classification),,,,22985,19128,1,2019-11-08 07:29:11
38964,1,Risk group (German classification),,,,24561,20818,1,2019-11-08 07:29:11
38965,1,Risk group (German classification),,,,8147,17480,1,2019-11-08 07:29:11
38966,1,Risk group (German classification),,,,23222,19129,1,2019-11-08 07:29:11
38967,1,Risk group (German classification),,,,7846,18276,1,2019-11-08 07:29:11
38968,1,Risk group (German classification),,,,17713,16576,1,2019-11-08 07:29:11
38969,1,Risk group (German classification),,,,2247,17332,1,2019-11-08 07:29:11
38970,1,Risk group (German classification),,,,11947,16400,1,2019-11-08 07:29:11
38971,1,Risk group (German classification),,,,1315,16647,1,2019-11-08 07:29:11
38972,2,Risk group (German classification),,,,24299,20927,1,2019-11-08 07:29:11
38973,1,Risk group (German classification),,,,3917,16741,1,2019-11-08 07:29:11
38974,1,Risk group (German classification),,,,1817,17353,1,2019-11-08 07:29:11
38975,1,Risk group (German classification),,,,500,16702,1,2019-11-08 07:29:11
38976,1,Risk group (German classification),,,,7504,16772,1,2019-11-08 07:29:11
38977,1,Risk group (German classification),,,,140038,42645,1,2019-11-08 07:29:11
38978,1,Risk group (German classification),,,,6954,18131,1,2019-11-08 07:29:11
38979,1,Risk group (German classification),,,,6955,18137,1,2019-11-08 07:29:11
38980,1,Risk group (German classification),,,,10829,16417,1,2019-11-08 07:29:11
38981,1,Risk group (German classification),1.0,,,24146,20627,1,2019-11-08 07:29:11
38982,1,Risk group (German classification),,,,8053,16485,1,2019-11-08 07:29:11
38983,1,Risk group (German classification),,,,24434,21137,1,2019-11-08 07:29:11
38984,1,Risk group (German classification),,,,24435,21138,1,2019-11-08 07:29:11
38985,1,Risk group (German classification),,,,365,18083,1,2019-11-08 07:29:11
38986,1,Risk group (German classification),,,,17524,15426,1,2019-11-08 07:29:11
38987,1,Risk group (German classification),,,,16628,18201,1,2019-11-08 07:29:11
38988,1,Risk group (German classification),,,,11265,16549,1,2019-11-08 07:29:11
38989,1,Risk group (German classification),,,,17362,18170,1,2019-11-08 07:29:11
38990,1,Risk group (German classification),,,,17363,18169,1,2019-11-08 07:29:11
38991,1,Risk group (German classification),,,,22931,19130,1,2019-11-08 07:29:11
38992,1,Risk group (German classification),,,,140039,42646,1,2019-11-08 07:29:11
38993,1,Risk group (German classification),,,,17002,15917,1,2019-11-08 07:29:11
38994,1,Risk group (German classification),,,,24747,21228,1,2019-11-08 07:29:11
38995,1,Risk group (German classification),,,,13275,18193,1,2019-11-08 07:29:11
38996,1,Risk group (German classification),,,,13276,18261,1,2019-11-08 07:29:11
38997,1,Risk group (German classification),,,,13277,18033,1,2019-11-08 07:29:11
38998,1,Risk group (German classification),,,,13278,18262,1,2019-11-08 07:29:11
38999,1,Risk group (German classification),,,,1316,17181,1,2019-11-08 07:29:11
39000,1,Risk group (German classification),,,,3899,18130,1,2019-11-08 07:29:11
39001,1,Risk group (German classification),,,,493,17197,1,2019-11-08 07:29:11
39002,1,Risk group (German classification),,,,7511,18111,1,2019-11-08 07:29:11
39003,1,Risk group (German classification),,,,13861,18180,1,2019-11-08 07:29:11
39004,1,Risk group (German classification),,,,16748,16035,1,2019-11-08 07:29:11
39005,1,Risk group (German classification),,,,12607,15839,1,2019-11-08 07:29:11
39006,1,Risk group (German classification),,,,16711,16704,1,2019-11-08 07:29:11
39007,1,Risk group (German classification),,,,23100,19131,1,2019-11-08 07:29:11
39008,1,Risk group (German classification),,,,17686,7740,1,2019-11-08 07:29:11
39009,1,Risk group (German classification),,,,11944,16668,1,2019-11-08 07:29:11
39010,1,Risk group (German classification),,,,14351,16510,1,2019-11-08 07:29:11
39011,1,Risk group (German classification),,,,14352,16511,1,2019-11-08 07:29:11
39012,2,Risk group (German classification),,1.0,,14677,17328,1,2019-11-08 07:29:11
39013,2,Risk group (German classification),,1.0,,14678,17329,1,2019-11-08 07:29:11
39014,2,Risk group (German classification),,1.0,,14679,17330,1,2019-11-08 07:29:11
39015,1,Risk group (German classification),,,,24302,20850,1,2019-11-08 07:29:11
39016,1,Risk group (German classification),,,,5259,17365,1,2019-11-08 07:29:11
39017,1,Risk group (German classification),,,,5260,17366,1,2019-11-08 07:29:11
39018,1,Risk group (German classification),,,,24507,20862,1,2019-11-08 07:29:11
39019,1,Risk group (German classification),,,,195,18274,1,2019-11-08 07:29:11
39020,1,Risk group (German classification),,,,13279,17636,1,2019-11-08 07:29:11
39021,1,Risk group (German classification),,,,13280,17638,1,2019-11-08 07:29:11
39022,1,Risk group (German classification),,,,13281,17637,1,2019-11-08 07:29:11
39023,1,Risk group (German classification),,,,35,16660,1,2019-11-08 07:29:11
39024,1,Risk group (German classification),,,,36,16659,1,2019-11-08 07:29:11
39025,1,Risk group (German classification),,,,37,16658,1,2019-11-08 07:29:11
39026,2,Risk group (German classification),,,,1645,17826,1,2019-11-08 07:29:11
39027,1,Risk group (German classification),,,,11454,18138,1,2019-11-08 07:29:11
39028,1,Risk group (German classification),,1.0,,5753,17356,1,2019-11-08 07:29:11
39029,1,Risk group (German classification),,,,158152,64738,1,2019-11-08 07:29:11
39030,1,Risk group (German classification),,,,158153,64739,1,2019-11-08 07:29:11
39031,1,Risk group (German classification),,,,16629,18200,1,2019-11-08 07:29:11
39032,1,Risk group (German classification),,,,8032,16364,1,2019-11-08 07:29:11
39033,1,Risk group (German classification),,,,17364,15514,1,2019-11-08 07:29:11
39034,1,Risk group (German classification),,,,17365,15515,1,2019-11-08 07:29:11
39035,1,Risk group (German classification),,,,17366,15516,1,2019-11-08 07:29:11
39036,1,Risk group (German classification),,,,1496,5489,1,2019-11-08 07:29:11
39037,1,Risk group (German classification),,,,140,17302,1,2019-11-08 07:29:11
39038,1,Risk group (German classification),,,,16490,18070,1,2019-11-08 07:29:11
39039,2,Risk group (German classification),,,,12002,17268,1,2019-11-08 07:29:11
39040,2,Risk group (German classification),,,,12003,17269,1,2019-11-08 07:29:11
39041,2,Risk group (German classification),,,,12004,17270,1,2019-11-08 07:29:11
39042,2,Risk group (German classification),,,,12005,17271,1,2019-11-08 07:29:11
39043,2,Risk group (German classification),,,,12006,17272,1,2019-11-08 07:29:11
39044,2,Risk group (German classification),,,,12007,17457,1,2019-11-08 07:29:11
39045,1,Risk group (German classification),,,,130597,21929,1,2019-11-08 07:29:11
39046,1,Risk group (German classification),,,,13186,18175,1,2019-11-08 07:29:11
39047,1,Risk group (German classification),,,,17016,17497,1,2019-11-08 07:29:11
39048,2,Risk group (German classification),,1.0,,11691,18213,1,2019-11-08 07:29:11
39049,1,Risk group (German classification),,,,7629,16555,1,2019-11-08 07:29:11
39050,1,Risk group (German classification),,,,23708,20436,1,2019-11-08 07:29:11
39051,1,Risk group (German classification),,,,133644,16044,1,2019-11-08 07:29:11
39052,1,Risk group (German classification),,,,2081,16306,1,2019-11-08 07:29:11
39053,2,Risk group (German classification),1.0,1.0,,6110,17471,1,2019-11-08 07:29:11
39054,2,Risk group (German classification),1.0,1.0,,6111,17751,1,2019-11-08 07:29:11
39055,1,Risk group (German classification),,,,6238,16170,1,2019-11-08 07:29:11
39056,1,Risk group (German classification),,,,11153,16795,1,2019-11-08 07:29:11
39057,1,Risk group (German classification),,,,6246,18112,1,2019-11-08 07:29:11
39058,1,Risk group (German classification),,,,6272,5447,1,2019-11-08 07:29:11
39059,1,Risk group (German classification),,,,6700,17361,1,2019-11-08 07:29:11
39060,1,Risk group (German classification),,,,8019,17669,1,2019-11-08 07:29:11
39061,1,Risk group (German classification),1.0,,,11339,18192,1,2019-11-08 07:29:11
39062,1,Risk group (German classification),,,,17891,16293,1,2019-11-08 07:29:11
39063,1,Risk group (German classification),,,,1570,15937,1,2019-11-08 07:29:11
39064,1,Risk group (German classification),,,,17928,18224,1,2019-11-08 07:29:11
39065,1,Risk group (German classification),,,,6313,15879,1,2019-11-08 07:29:11
39066,1,Risk group (German classification),,,,39,16783,1,2019-11-08 07:29:11
39067,1,Risk group (German classification),,,,141,16359,1,2019-11-08 07:29:11
39068,1,Risk group (German classification),,,,7194,17442,1,2019-11-08 07:29:11
39069,1,Risk group (German classification),,,,18086,17720,1,2019-11-08 07:29:11
39070,1,Risk group (German classification),,,,18087,17528,1,2019-11-08 07:29:11
39071,1,Risk group (German classification),,,,17884,16460,1,2019-11-08 07:29:11
39072,1,Risk group (German classification),,,,6172,17400,1,2019-11-08 07:29:11
39073,1,Risk group (German classification),,,,6173,16628,1,2019-11-08 07:29:11
39074,1,Risk group (German classification),1.0,,,22994,19132,1,2019-11-08 07:29:11
39075,1,Risk group (German classification),,,,24519,21230,1,2019-11-08 07:29:11
39076,1,Risk group (German classification),,,,1514,16758,1,2019-11-08 07:29:11
39077,1,Risk group (German classification),,,,6701,17626,1,2019-11-08 07:29:11
39078,1,Risk group (German classification),,,,6702,17627,1,2019-11-08 07:29:11
39079,1,Risk group (German classification),,,,23225,19133,1,2019-11-08 07:29:11
39080,1,Risk group (German classification),,,,11340,18263,1,2019-11-08 07:29:11
39081,1,Risk group (German classification),,,,1677,16093,1,2019-11-08 07:29:11
39082,1,Risk group (German classification),,,,16822,16765,1,2019-11-08 07:29:11
39083,1,Risk group (German classification),,,,23157,19134,1,2019-11-08 07:29:11
39084,1,Risk group (German classification),,,,11154,15652,1,2019-11-08 07:29:11
39085,1,Risk group (German classification),,,,6899,17704,1,2019-11-08 07:29:11
39086,1,Risk group (German classification),,,,17631,18143,1,2019-11-08 07:29:11
39087,1,Risk group (German classification),,,,23290,19135,1,2019-11-08 07:29:11
39088,1,Risk group (German classification),,,,14129,16519,1,2019-11-08 07:29:11
39089,1,Risk group (German classification),,,,16491,18061,1,2019-11-08 07:29:11
39090,1,Risk group (German classification),,,,23307,19136,1,2019-11-08 07:29:11
39091,1,Risk group (German classification),,,,16492,17693,1,2019-11-08 07:29:11
39092,1,Risk group (German classification),,,,7460,17804,1,2019-11-08 07:29:11
39093,1,Risk group (German classification),,,,7461,17805,1,2019-11-08 07:29:11
39094,1,Risk group (German classification),,,,1752,17458,1,2019-11-08 07:29:11
39095,1,Risk group (German classification),,,,1753,17466,1,2019-11-08 07:29:11
39096,1,Risk group (German classification),,,,1754,17464,1,2019-11-08 07:29:11
39097,1,Risk group (German classification),,,,1755,17459,1,2019-11-08 07:29:11
39098,1,Risk group (German classification),,,,1756,17460,1,2019-11-08 07:29:11
39099,1,Risk group (German classification),,,,17923,16805,1,2019-11-08 07:29:11
39100,1,Risk group (German classification),,,,5976,16547,1,2019-11-08 07:29:11
39101,1,Risk group (German classification),,,,13187,3713,1,2019-11-08 07:29:11
39102,1,Risk group (German classification),,,,7362,18128,1,2019-11-08 07:29:11
39103,1,Risk group (German classification),,,,13188,3335,1,2019-11-08 07:29:11
39104,1,Risk group (German classification),,,,24520,21231,1,2019-11-08 07:29:11
39105,1,Risk group (German classification),,,,24521,21232,1,2019-11-08 07:29:11
39106,1,Risk group (German classification),,,,7481,18244,1,2019-11-08 07:29:11
39107,1,Risk group (German classification),,,,3242,18077,1,2019-11-08 07:29:11
39108,1,Risk group (German classification),,,,7512,18237,1,2019-11-08 07:29:11
39109,1,Risk group (German classification),,,,7462,16747,1,2019-11-08 07:29:11
39110,1,Risk group (German classification),,,,16493,18060,1,2019-11-08 07:29:11
39111,1,Risk group (German classification),,,,16494,15446,1,2019-11-08 07:29:11
39112,1,Risk group (German classification),,,,16495,18076,1,2019-11-08 07:29:11
39113,1,Risk group (German classification),,,,13843,18233,1,2019-11-08 07:29:11
39114,1,Risk group (German classification),,,,5624,16784,1,2019-11-08 07:29:11
39115,1,Risk group (German classification),,,,2349,18258,1,2019-11-08 07:29:11
39116,1,Risk group (German classification),,,,11966,17473,1,2019-11-08 07:29:11
39117,1,Risk group (German classification),,1.0,,13189,18254,1,2019-11-08 07:29:11
39118,1,Risk group (German classification),,,1.0,13647,18222,1,2019-11-08 07:29:11
39119,1,Risk group (German classification),,,,11048,16418,1,2019-11-08 07:29:11
39120,1,Risk group (German classification),,,,24498,20780,1,2019-11-08 07:29:11
39121,1,Risk group (German classification),,,,24503,20791,1,2019-11-08 07:29:11
39122,1,Risk group (German classification),,,,11266,16822,1,2019-11-08 07:29:11
39123,1,Risk group (German classification),,,,24556,20814,1,2019-11-08 07:29:11
39124,1,Risk group (German classification),,,,7791,18230,1,2019-11-08 07:29:11
39125,1,Risk group (German classification),,,,132129,23919,1,2019-11-08 07:29:11
39126,1,Risk group (German classification),,,,17907,18225,1,2019-11-08 07:29:11
39127,1,Risk group (German classification),,,,17003,15916,1,2019-11-08 07:29:11
39128,1,Risk group (German classification),,,,7847,17494,1,2019-11-08 07:29:11
39129,1,Risk group (German classification),,,,17779,16360,1,2019-11-08 07:29:11
39130,1,Risk group (German classification),,,,5596,16022,1,2019-11-08 07:29:11
39131,1,Risk group (German classification),,,,22921,19137,1,2019-11-08 07:29:11
39132,1,Risk group (German classification),,,,1317,17472,1,2019-11-08 07:29:11
39133,1,Risk group (German classification),,,,11441,17657,1,2019-11-08 07:29:11
39134,1,Risk group (German classification),,,,23174,19138,1,2019-11-08 07:29:11
39135,1,Risk group (German classification),,,,17981,16722,1,2019-11-08 07:29:11
39136,1,Risk group (German classification),,,,4408,16458,1,2019-11-08 07:29:11
39137,1,Risk group (German classification),,,,130296,21587,1,2019-11-08 07:29:11
39138,1,Risk group (German classification),,,,130297,21588,1,2019-11-08 07:29:11
39139,1,Risk group (German classification),,,,7196,17335,1,2019-11-08 07:29:11
39140,1,Risk group (German classification),,,,7197,17341,1,2019-11-08 07:29:11
39141,1,Risk group (German classification),,,,130639,22070,1,2019-11-08 07:29:11
39142,1,Risk group (German classification),,,,23073,19139,1,2019-11-08 07:29:11
39143,1,Risk group (German classification),,,,12587,17625,1,2019-11-08 07:29:11
39144,1,Risk group (German classification),,,,24012,20564,1,2019-11-08 07:29:11
39145,1,Risk group (German classification),,,,23308,19158,1,2019-11-08 07:29:11
39146,1,Risk group (German classification),1.0,,,8589,17668,1,2019-11-08 07:29:11
39147,1,Risk group (German classification),,,,23106,19208,1,2019-11-08 07:29:11
39148,1,Risk group (German classification),,,,1318,17333,1,2019-11-08 07:29:11
39149,1,Risk group (German classification),,,,1319,17728,1,2019-11-08 07:29:11
39150,1,Risk group (German classification),,,,140042,42649,1,2019-11-08 07:29:11
39151,1,Risk group (German classification),,,,22936,19140,1,2019-11-08 07:29:11
39152,1,Risk group (German classification),,,,131249,22477,1,2019-11-08 07:29:11
39153,1,Risk group (German classification),,1.0,,1675,17748,1,2019-11-08 07:29:11
39154,1,Risk group (German classification),,,,11948,17423,1,2019-11-08 07:29:11
39155,1,Risk group (German classification),,,,23450,19141,1,2019-11-08 07:29:11
39156,1,Risk group (German classification),,,,5744,16443,1,2019-11-08 07:29:11
39157,1,Risk group (German classification),,,,1468,16552,1,2019-11-08 07:29:11
39158,1,Risk group (German classification),,,,4038,17436,1,2019-11-08 07:29:11
39159,1,Risk group (German classification),,,,7330,18229,1,2019-11-08 07:29:11
39160,1,Risk group (German classification),,,,23449,19142,1,2019-11-08 07:29:11
39161,1,Risk group (German classification),,,,6247,16753,1,2019-11-08 07:29:11
39162,1,Risk group (German classification),,,,11083,17730,1,2019-11-08 07:29:11
39163,1,Risk group (German classification),,,,6703,18266,1,2019-11-08 07:29:11
39164,1,Risk group (German classification),,,,132130,23920,1,2019-11-08 07:29:11
39165,1,Risk group (German classification),,,,6841,18068,1,2019-11-08 07:29:11
39166,1,Risk group (German classification),,,,1542,2045,1,2019-11-08 07:29:11
39167,1,Risk group (German classification),,,,8588,18194,1,2019-11-08 07:29:11
39168,1,Risk group (German classification),,,,11155,17996,1,2019-11-08 07:29:11
39169,1,Risk group (German classification),,,,17885,15329,1,2019-11-08 07:29:11
39170,1,Risk group (German classification),,,,16496,17607,1,2019-11-08 07:29:11
39171,1,Risk group (German classification),,,,13862,7775,1,2019-11-08 07:29:11
39172,1,Risk group (German classification),,,,13863,7858,1,2019-11-08 07:29:11
39173,2,Risk group (German classification),,,,11717,17685,1,2019-11-08 07:29:11
39174,1,Risk group (German classification),,,,23238,19147,1,2019-11-08 07:29:11
39175,1,Risk group (German classification),,1.0,,24436,21139,1,2019-11-08 07:29:11
39176,1,Risk group (German classification),,,,23056,19148,1,2019-11-08 07:29:11
39177,1,Risk group (German classification),,,,17381,17495,1,2019-11-08 07:29:11
39178,1,Risk group (German classification),,,,24643,21233,1,2019-11-08 07:29:11
39179,1,Risk group (German classification),,1.0,,8629,17490,1,2019-11-08 07:29:11
39180,1,Risk group (German classification),,,,4187,17700,1,2019-11-08 07:29:11
39181,1,Risk group (German classification),,,,4188,17701,1,2019-11-08 07:29:11
39182,1,Risk group (German classification),,,,11370,17584,1,2019-11-08 07:29:11
39183,1,Risk group (German classification),,,,133703,18034,1,2019-11-08 07:29:11
39184,1,Risk group (German classification),1.0,,,23817,20490,1,2019-11-08 07:29:11
39185,1,Risk group (German classification),,,,23239,19149,1,2019-11-08 07:29:11
39186,1,Risk group (German classification),1.0,,,23991,21154,1,2019-11-08 07:29:11
39187,1,Risk group (German classification),,,,24186,20518,1,2019-11-08 07:29:11
39188,1,Risk group (German classification),,,,7306,18238,1,2019-11-08 07:29:11
39189,1,Risk group (German classification),,,,17074,17375,1,2019-11-08 07:29:11
39190,1,Risk group (German classification),,,,130829,22089,1,2019-11-08 07:29:11
39191,1,Risk group (German classification),,,,3900,18232,1,2019-11-08 07:29:11
39192,1,Risk group (German classification),,,,5358,16797,1,2019-11-08 07:29:11
39193,1,Risk group (German classification),,,,5359,16796,1,2019-11-08 07:29:11
39194,1,Risk group (German classification),,,,5360,16798,1,2019-11-08 07:29:11
39195,1,Risk group (German classification),,1.0,,5584,17733,1,2019-11-08 07:29:11
39196,1,Risk group (German classification),,1.0,,5585,17734,1,2019-11-08 07:29:11
39197,1,Risk group (German classification),,1.0,,5586,17744,1,2019-11-08 07:29:11
39198,1,Risk group (German classification),,,,18033,17676,1,2019-11-08 07:29:11
39199,1,Risk group (German classification),,,,11371,17583,1,2019-11-08 07:29:11
39200,1,Risk group (German classification),,,,11372,17606,1,2019-11-08 07:29:11
39201,1,Risk group (German classification),,,,10830,17492,1,2019-11-08 07:29:11
39202,1,Risk group (German classification),,,,10831,17493,1,2019-11-08 07:29:11
39203,1,Risk group (German classification),,,,24285,20709,1,2019-11-08 07:29:11
39204,1,Risk group (German classification),,,,11660,17237,1,2019-11-08 07:29:11
39205,2,Risk group (German classification),,,,11746,18215,1,2019-11-08 07:29:11
39206,1,Risk group (German classification),,,,13759,16212,1,2019-11-08 07:29:11
39207,1,Risk group (German classification),,,,13760,18218,1,2019-11-08 07:29:11
39208,1,Risk group (German classification),,,,14298,17541,1,2019-11-08 07:29:11
39209,1,Risk group (German classification),,,,23279,19150,1,2019-11-08 07:29:11
39210,1,Risk group (German classification),,,,16733,15886,1,2019-11-08 07:29:11
39211,1,Risk group (German classification),,,,6956,17659,1,2019-11-08 07:29:11
39212,1,Risk group (German classification),,,,140044,42651,1,2019-11-08 07:29:11
39213,1,Risk group (German classification),,,,16788,17257,1,2019-11-08 07:29:11
39214,1,Risk group (German classification),,,,142,17422,1,2019-11-08 07:29:11
39215,1,Risk group (German classification),,,,143,17958,1,2019-11-08 07:29:11
39216,1,Risk group (German classification),,,,13652,17674,1,2019-11-08 07:29:11
39217,1,Risk group (German classification),,,,17449,7354,1,2019-11-08 07:29:11
39218,1,Risk group (German classification),,,,5361,18211,1,2019-11-08 07:29:11
39219,1,Risk group (German classification),,,,2525,16050,1,2019-11-08 07:29:11
39220,1,Risk group (German classification),,,,4178,17568,1,2019-11-08 07:29:11
39221,1,Risk group (German classification),,,,16810,17349,1,2019-11-08 07:29:11
39222,1,Risk group (German classification),,,,18088,17393,1,2019-11-08 07:29:11
39223,1,Risk group (German classification),,,,23794,20588,1,2019-11-08 07:29:11
39224,1,Risk group (German classification),,,,17765,16706,1,2019-11-08 07:29:11
39225,1,Risk group (German classification),,,,17766,16707,1,2019-11-08 07:29:11
39226,1,Risk group (German classification),,,,6842,8652,1,2019-11-08 07:29:11
39227,1,Risk group (German classification),,,,23252,19151,1,2019-11-08 07:29:11
39228,1,Risk group (German classification),,,,23092,19152,1,2019-11-08 07:29:11
39229,1,Risk group (German classification),,,,11908,17721,1,2019-11-08 07:29:11
39230,1,Risk group (German classification),,,,16572,17533,1,2019-11-08 07:29:11
39231,1,Risk group (German classification),,,,293,18082,1,2019-11-08 07:29:11
39232,1,Risk group (German classification),,,1.0,23003,19153,1,2019-11-08 07:29:11
39233,1,Risk group (German classification),,,1.0,132902,24690,1,2019-11-08 07:29:11
39234,1,Risk group (German classification),,,,13865,204,1,2019-11-08 07:29:11
39235,1,Risk group (German classification),,,1.0,23005,19155,1,2019-11-08 07:29:11
39236,1,Risk group (German classification),,,,23200,19156,1,2019-11-08 07:29:11
39237,1,Risk group (German classification),,,,14130,16184,1,2019-11-08 07:29:11
39238,1,Risk group (German classification),1.0,,,14131,16183,1,2019-11-08 07:29:11
39239,1,Risk group (German classification),,,,14269,16384,1,2019-11-08 07:29:11
39240,1,Risk group (German classification),,,,131250,22478,1,2019-11-08 07:29:11
39241,1,Risk group (German classification),,,,14270,17502,1,2019-11-08 07:29:11
39242,1,Risk group (German classification),,,,8033,18199,1,2019-11-08 07:29:11
39243,1,Risk group (German classification),,,,23344,19157,1,2019-11-08 07:29:11
39244,1,Risk group (German classification),,,,11312,17414,1,2019-11-08 07:29:11
39245,1,Risk group (German classification),,,,6079,16318,1,2019-11-08 07:29:11
39246,1,Risk group (German classification),,,,11049,12385,1,2019-11-08 07:29:11
39247,1,Risk group (German classification),,1.0,,1543,17484,1,2019-11-08 07:29:11
39248,1,Risk group (German classification),,,,132133,23923,1,2019-11-08 07:29:11
39249,1,Risk group (German classification),,,,11456,18249,1,2019-11-08 07:29:11
39250,1,Risk group (German classification),,,,132134,23924,1,2019-11-08 07:29:11
39251,1,Risk group (German classification),,,,23217,19159,1,2019-11-08 07:29:11
39252,1,Risk group (German classification),,,,13410,16156,1,2019-11-08 07:29:11
39253,1,Risk group (German classification),,,,132903,24691,1,2019-11-08 07:29:11
39254,1,Risk group (German classification),,,,13411,18042,1,2019-11-08 07:29:11
39255,1,Risk group (German classification),,,,5824,16686,1,2019-11-08 07:29:11
39256,1,Risk group (German classification),,,1.0,130598,21930,1,2019-11-08 07:29:11
39257,1,Risk group (German classification),,,,18149,18095,1,2019-11-08 07:29:11
39258,1,Risk group (German classification),,,,14027,8153,1,2019-11-08 07:29:11
39259,1,Risk group (German classification),,,,13517,16409,1,2019-11-08 07:29:11
39260,1,Risk group (German classification),,,,13878,16416,1,2019-11-08 07:29:11
39261,1,Risk group (German classification),,,,23576,21236,1,2019-11-08 07:29:11
39262,1,Risk group (German classification),,,,23577,21237,1,2019-11-08 07:29:11
39263,1,Risk group (German classification),,,,13879,17233,1,2019-11-08 07:29:11
39264,1,Risk group (German classification),,,,17842,17793,1,2019-11-08 07:29:11
39265,1,Risk group (German classification),,,,17815,17557,1,2019-11-08 07:29:11
39266,1,Risk group (German classification),,,,13210,17765,1,2019-11-08 07:29:11
39267,1,Risk group (German classification),,,,23334,19171,1,2019-11-08 07:29:11
39268,1,Risk group (German classification),,,,130643,22079,1,2019-11-08 07:29:11
39269,1,Risk group (German classification),,,,1828,2108,1,2019-11-08 07:29:11
39270,1,Risk group (German classification),,,,1820,2111,1,2019-11-08 07:29:11
39271,1,Risk group (German classification),,,,17005,17455,1,2019-11-08 07:29:11
39272,2,Risk group (German classification),,1.0,,196,17796,1,2019-11-08 07:29:11
39273,1,Risk group (German classification),,,,22907,19160,1,2019-11-08 07:29:11
39274,1,Risk group (German classification),,,,17075,17746,1,2019-11-08 07:29:11
39275,1,Risk group (German classification),,,,24669,20312,1,2019-11-08 07:29:11
39276,1,Risk group (German classification),,,,2375,18245,1,2019-11-08 07:29:11
39277,1,Risk group (German classification),,,,11457,18248,1,2019-11-08 07:29:11
39278,1,Risk group (German classification),,,,5982,16760,1,2019-11-08 07:29:11
39279,1,Risk group (German classification),,,,1469,7848,1,2019-11-08 07:29:11
39280,1,Risk group (German classification),,,,13761,16074,1,2019-11-08 07:29:11
39281,1,Risk group (German classification),,,,11967,17749,1,2019-11-08 07:29:11
39282,1,Risk group (German classification),,,,5630,17232,1,2019-11-08 07:29:11
39283,1,Risk group (German classification),,,,13648,15837,1,2019-11-08 07:29:11
39284,1,Risk group (German classification),,,,24484,21030,1,2019-11-08 07:29:11
39285,1,Risk group (German classification),,1.0,,5209,17800,1,2019-11-08 07:29:11
39286,1,Risk group (German classification),,,,17367,17323,1,2019-11-08 07:29:11
39287,1,Risk group (German classification),,,,17368,16489,1,2019-11-08 07:29:11
39288,1,Risk group (German classification),,1.0,,130768,21982,1,2019-11-08 07:29:11
39289,1,Risk group (German classification),,1.0,,23341,19161,1,2019-11-08 07:29:11
39290,1,Risk group (German classification),,,,14132,17487,1,2019-11-08 07:29:11
39291,1,Risk group (German classification),,,,22978,19162,1,2019-11-08 07:29:11
39292,1,Risk group (German classification),,,,16497,18062,1,2019-11-08 07:29:11
39293,1,Risk group (German classification),,,,23309,19163,1,2019-11-08 07:29:11
39294,1,Risk group (German classification),,,,16498,18063,1,2019-11-08 07:29:11
39295,1,Risk group (German classification),,,,23310,19164,1,2019-11-08 07:29:11
39296,1,Risk group (German classification),,,,6268,17743,1,2019-11-08 07:29:11
39297,1,Risk group (German classification),,,,2388,18043,1,2019-11-08 07:29:11
39298,1,Risk group (German classification),,,,11661,18048,1,2019-11-08 07:29:11
39299,1,Risk group (German classification),,,,3837,18078,1,2019-11-08 07:29:11
39300,1,Risk group (German classification),,,,24485,21031,1,2019-11-08 07:29:11
39301,1,Risk group (German classification),,,,17789,17594,1,2019-11-08 07:29:11
39302,1,Risk group (German classification),,,,1571,18252,1,2019-11-08 07:29:11
39303,1,Risk group (German classification),,,,1408,17354,1,2019-11-08 07:29:11
39304,1,Risk group (German classification),,1.0,,204,17844,1,2019-11-08 07:29:11
39305,1,Risk group (German classification),,,,22922,19165,1,2019-11-08 07:29:11
39306,1,Risk group (German classification),,,,23172,19166,1,2019-11-08 07:29:11
39307,1,Risk group (German classification),,,,130227,21538,1,2019-11-08 07:29:11
39308,1,Risk group (German classification),,,,390,16525,1,2019-11-08 07:29:11
39309,1,Risk group (German classification),,1.0,,3243,17732,1,2019-11-08 07:29:11
39310,1,Risk group (German classification),,,,130283,21886,1,2019-11-08 07:29:11
39311,1,Risk group (German classification),,,,130281,22090,1,2019-11-08 07:29:11
39312,1,Risk group (German classification),,,,132904,24692,1,2019-11-08 07:29:11
39313,1,Risk group (German classification),,,,5745,17198,1,2019-11-08 07:29:11
39314,1,Risk group (German classification),,,,12608,18265,1,2019-11-08 07:29:11
39315,1,Risk group (German classification),,,,17147,17723,1,2019-11-08 07:29:11
39316,1,Risk group (German classification),,,,130529,22037,1,2019-11-08 07:29:11
39317,1,Risk group (German classification),,,,7463,17724,1,2019-11-08 07:29:11
39318,1,Risk group (German classification),,,,7464,17564,1,2019-11-08 07:29:11
39319,1,Risk group (German classification),,,,14299,18275,1,2019-11-08 07:29:11
39320,1,Risk group (German classification),,,,22898,19167,1,2019-11-08 07:29:11
39321,1,Risk group (German classification),,,,22899,19168,1,2019-11-08 07:29:11
39322,1,Risk group (German classification),,,,22900,19169,1,2019-11-08 07:29:11
39323,1,Risk group (German classification),,,,22901,19170,1,2019-11-08 07:29:11
