temp,test_type,ability,temperature_range,ID_strains
37,growth,positive,mesophilic,141255
37,growth,positive,mesophilic,141284
37,growth,positive,mesophilic,13584
37,growth,positive,mesophilic,141307
37,growth,positive,mesophilic,141310
37,growth,positive,mesophilic,141314
37,growth,positive,mesophilic,141326
37,growth,positive,mesophilic,141332
37,growth,positive,mesophilic,141339
37,growth,positive,mesophilic,141392
37,growth,positive,mesophilic,141393
37,growth,positive,mesophilic,356
37,growth,positive,mesophilic,141409
37,growth,positive,mesophilic,12636
37,growth,positive,mesophilic,2631
37,growth,positive,mesophilic,141450
37,growth,positive,mesophilic,141459
37,growth,positive,mesophilic,141460
37,growth,positive,mesophilic,141462
37,growth,positive,mesophilic,8153
37,growth,positive,mesophilic,137616
37,growth,positive,mesophilic,11670
37,growth,positive,mesophilic,141476
37,growth,positive,mesophilic,136759
37,growth,positive,mesophilic,375
37,growth,positive,mesophilic,141523
37,growth,positive,mesophilic,3082
37,growth,positive,mesophilic,3147
37,growth,positive,mesophilic,3113
37,growth,positive,mesophilic,141568
37,growth,positive,mesophilic,10473
37,growth,positive,mesophilic,139503
37,growth,positive,mesophilic,141572
37,growth,positive,mesophilic,13580
37,growth,positive,mesophilic,10434
37,growth,positive,mesophilic,135780
37,growth,positive,mesophilic,1757
37,growth,positive,mesophilic,132732
37,growth,positive,mesophilic,141632
37,growth,positive,mesophilic,141634
37,growth,positive,mesophilic,14712
37,growth,positive,mesophilic,137757
37,growth,positive,mesophilic,2723
37,growth,positive,mesophilic,141639
37,growth,positive,mesophilic,221
37,growth,positive,mesophilic,141644
37,growth,positive,mesophilic,14517
37,growth,positive,mesophilic,141684
37,growth,positive,mesophilic,141687
37,growth,positive,mesophilic,141690
37,growth,positive,mesophilic,2601
37,growth,positive,mesophilic,2772
37,growth,positive,mesophilic,1585
37,growth,positive,mesophilic,4323
37,growth,positive,mesophilic,136339
37,growth,positive,mesophilic,2582
37,growth,positive,mesophilic,12653
37,growth,positive,mesophilic,1601
37,growth,positive,mesophilic,12497
37,growth,positive,mesophilic,1604
37,growth,positive,mesophilic,1592
37,growth,positive,mesophilic,12534
37,growth,positive,mesophilic,141695
37,growth,positive,mesophilic,141696
37,growth,positive,mesophilic,17173
37,growth,positive,mesophilic,17174
37,growth,positive,mesophilic,17125
37,growth,positive,mesophilic,141735
37,growth,positive,mesophilic,17532
37,growth,positive,mesophilic,12553
37,growth,positive,mesophilic,6404
37,growth,positive,mesophilic,133242
37,growth,positive,mesophilic,141756
37,growth,positive,mesophilic,8160
37,growth,positive,mesophilic,137617
37,growth,positive,mesophilic,10488
37,growth,positive,mesophilic,141763
37,growth,positive,mesophilic,141764
37,growth,positive,mesophilic,141766
37,growth,positive,mesophilic,141767
37,growth,positive,mesophilic,2135
37,growth,positive,mesophilic,2120
37,growth,positive,mesophilic,141805
37,growth,positive,mesophilic,141807
37,growth,positive,mesophilic,141814
37,growth,positive,mesophilic,141815
37,growth,positive,mesophilic,141822
37,growth,positive,mesophilic,2102
37,growth,positive,mesophilic,14544
37,growth,positive,mesophilic,14599
37,growth,positive,mesophilic,14587
37,growth,positive,mesophilic,14572
37,growth,positive,mesophilic,141825
37,growth,positive,mesophilic,11402
37,growth,positive,mesophilic,654
37,growth,positive,mesophilic,675
37,growth,positive,mesophilic,689
37,growth,positive,mesophilic,11475
37,growth,positive,mesophilic,12642
37,growth,positive,mesophilic,137532
37,growth,positive,mesophilic,141836
37,growth,positive,mesophilic,141840
37,growth,positive,mesophilic,141845
37,growth,positive,mesophilic,12505
37,growth,positive,mesophilic,11843
37,growth,positive,mesophilic,132733
37,growth,positive,mesophilic,141867
37,growth,positive,mesophilic,141868
37,growth,positive,mesophilic,141871
37,growth,positive,mesophilic,14796
37,growth,positive,mesophilic,14797
37,growth,positive,mesophilic,141881
37,growth,positive,mesophilic,141948
37,growth,positive,mesophilic,5761
37,growth,positive,mesophilic,14472
37,growth,positive,mesophilic,141974
37,growth,positive,mesophilic,141975
37,growth,positive,mesophilic,141976
37,growth,positive,mesophilic,141977
37,growth,positive,mesophilic,141978
37,growth,positive,mesophilic,141979
37,growth,positive,mesophilic,2666
37,growth,positive,mesophilic,141987
37,growth,positive,mesophilic,12525
37,growth,positive,mesophilic,1583
37,growth,positive,mesophilic,141992
37,growth,positive,mesophilic,141994
37,growth,positive,mesophilic,141996
37,growth,positive,mesophilic,141997
37,growth,positive,mesophilic,5490
37,growth,positive,mesophilic,5487
37,growth,positive,mesophilic,5488
37,growth,positive,mesophilic,2130
37,growth,positive,mesophilic,17996
37,growth,positive,mesophilic,142022
37,growth,positive,mesophilic,5760
37,growth,positive,mesophilic,98
37,growth,positive,mesophilic,142033
37,growth,positive,mesophilic,142058
37,growth,positive,mesophilic,142072
37,growth,positive,mesophilic,142093
37,growth,positive,mesophilic,142098
37,growth,positive,mesophilic,1599
37,growth,positive,mesophilic,142099
37,growth,positive,mesophilic,1187
37,growth,positive,mesophilic,4968
37,growth,positive,mesophilic,135600
37,growth,positive,mesophilic,142104
37,growth,positive,mesophilic,142105
37,growth,positive,mesophilic,142106
37,growth,positive,mesophilic,142107
37,growth,positive,mesophilic,142109
37,growth,positive,mesophilic,142110
37,growth,positive,mesophilic,142111
37,growth,positive,mesophilic,142112
37,growth,positive,mesophilic,142113
37,growth,positive,mesophilic,142114
37,growth,positive,mesophilic,142115
37,growth,positive,mesophilic,142116
37,growth,positive,mesophilic,142117
37,growth,positive,mesophilic,142118
37,growth,positive,mesophilic,142119
37,growth,positive,mesophilic,142120
37,growth,positive,mesophilic,142121
37,growth,positive,mesophilic,142122
37,growth,positive,mesophilic,142123
37,growth,positive,mesophilic,142124
37,growth,positive,mesophilic,142125
37,growth,positive,mesophilic,142126
37,growth,positive,mesophilic,142127
37,growth,positive,mesophilic,142128
37,growth,positive,mesophilic,142129
37,growth,positive,mesophilic,142130
37,growth,positive,mesophilic,142131
37,growth,positive,mesophilic,142132
37,growth,positive,mesophilic,142133
37,growth,positive,mesophilic,142134
37,growth,positive,mesophilic,142135
37,growth,positive,mesophilic,142136
37,growth,positive,mesophilic,142137
37,growth,positive,mesophilic,2125
37,growth,positive,mesophilic,142193
37,growth,positive,mesophilic,142263
37,growth,positive,mesophilic,142269
37,growth,positive,mesophilic,142309
37,growth,positive,mesophilic,11682
37,growth,positive,mesophilic,142318
37,growth,positive,mesophilic,14741
37,growth,positive,mesophilic,142335
37,growth,positive,mesophilic,136609
37,growth,positive,mesophilic,138216
37,growth,positive,mesophilic,142380
37,growth,positive,mesophilic,142388
37,growth,positive,mesophilic,142393
37,growth,positive,mesophilic,4320
37,growth,positive,mesophilic,11692
37,growth,positive,mesophilic,142405
37,growth,positive,mesophilic,11730
37,growth,positive,mesophilic,142410
37,growth,positive,mesophilic,142430
37,growth,positive,mesophilic,142450
37,growth,positive,mesophilic,142453
37,growth,positive,mesophilic,142454
37,growth,positive,mesophilic,142456
37,growth,positive,mesophilic,142483
37,growth,positive,mesophilic,142501
37,growth,positive,mesophilic,142502
37,growth,positive,mesophilic,142503
37,growth,positive,mesophilic,142504
37,growth,positive,mesophilic,135305
37,growth,positive,mesophilic,142516
37,growth,positive,mesophilic,142520
37,growth,positive,mesophilic,142521
37,growth,positive,mesophilic,142522
37,growth,positive,mesophilic,142523
37,growth,positive,mesophilic,142524
37,growth,positive,mesophilic,142525
37,growth,positive,mesophilic,142526
37,growth,positive,mesophilic,142527
37,growth,positive,mesophilic,135242
37,growth,positive,mesophilic,11694
37,growth,positive,mesophilic,11707
37,growth,positive,mesophilic,142540
37,growth,positive,mesophilic,142543
37,growth,positive,mesophilic,142559
37,growth,positive,mesophilic,142562
37,growth,positive,mesophilic,142567
37,growth,positive,mesophilic,2119
37,growth,positive,mesophilic,2128
37,growth,positive,mesophilic,11752
37,growth,positive,mesophilic,142604
37,growth,positive,mesophilic,142606
37,growth,positive,mesophilic,142615
37,growth,positive,mesophilic,142621
37,growth,positive,mesophilic,6726
37,growth,positive,mesophilic,6727
37,growth,positive,mesophilic,142624
37,growth,positive,mesophilic,142632
37,growth,positive,mesophilic,142640
37,growth,positive,mesophilic,142644
37,growth,positive,mesophilic,142669
37,growth,positive,mesophilic,142675
37,growth,positive,mesophilic,2137
37,growth,positive,mesophilic,4359
37,growth,positive,mesophilic,4971
37,growth,positive,mesophilic,5185
37,growth,positive,mesophilic,142720
37,growth,positive,mesophilic,142723
37,growth,positive,mesophilic,142736
37,growth,positive,mesophilic,5771
37,growth,positive,mesophilic,142747
37,growth,positive,mesophilic,5770
37,growth,positive,mesophilic,157
37,growth,positive,mesophilic,142760
37,growth,positive,mesophilic,4933
37,growth,positive,mesophilic,142765
37,growth,positive,mesophilic,142766
37,growth,positive,mesophilic,142767
37,growth,positive,mesophilic,5667
37,growth,positive,mesophilic,142773
37,growth,positive,mesophilic,142793
37,growth,positive,mesophilic,142794
37,growth,positive,mesophilic,2126
37,growth,positive,mesophilic,142814
37,growth,positive,mesophilic,142823
37,growth,positive,mesophilic,142825
37,growth,positive,mesophilic,142837
37,growth,positive,mesophilic,142853
37,growth,positive,mesophilic,142854
37,growth,positive,mesophilic,142855
37,growth,positive,mesophilic,142856
37,growth,positive,mesophilic,142857
37,growth,positive,mesophilic,12526
37,growth,positive,mesophilic,18083
37,growth,positive,mesophilic,12550
37,growth,positive,mesophilic,12532
37,growth,positive,mesophilic,1594
37,growth,positive,mesophilic,1595
37,growth,positive,mesophilic,1591
37,growth,positive,mesophilic,12554
37,growth,positive,mesophilic,138205
37,growth,positive,mesophilic,142874
37,growth,positive,mesophilic,6872
37,growth,positive,mesophilic,6314
37,growth,positive,mesophilic,12528
37,growth,positive,mesophilic,11674
37,growth,positive,mesophilic,14631
37,growth,positive,mesophilic,142892
37,growth,positive,mesophilic,142894
37,growth,positive,mesophilic,142900
37,growth,positive,mesophilic,142901
37,growth,positive,mesophilic,4941
37,growth,positive,mesophilic,142935
37,growth,positive,mesophilic,142938
37,growth,positive,mesophilic,142971
37,growth,positive,mesophilic,5437
37,growth,positive,mesophilic,142984
37,growth,positive,mesophilic,6743
37,growth,positive,mesophilic,6707
37,growth,positive,mesophilic,6734
37,growth,positive,mesophilic,143032
37,growth,positive,mesophilic,143033
37,growth,positive,mesophilic,12509
37,growth,positive,mesophilic,5075
37,growth,positive,mesophilic,143047
37,growth,positive,mesophilic,2569
37,growth,positive,mesophilic,5432
37,growth,positive,mesophilic,140304
37,growth,positive,mesophilic,137157
37,growth,positive,mesophilic,143110
37,growth,positive,mesophilic,143119
37,growth,positive,mesophilic,143131
37,growth,positive,mesophilic,1692
37,growth,positive,mesophilic,143146
37,growth,positive,mesophilic,143156
37,growth,positive,mesophilic,12759
37,growth,positive,mesophilic,143164
37,growth,positive,mesophilic,143165
37,growth,positive,mesophilic,143197
37,growth,positive,mesophilic,143206
37,growth,positive,mesophilic,143207
37,growth,positive,mesophilic,137690
37,growth,positive,mesophilic,143212
37,growth,positive,mesophilic,143218
37,growth,positive,mesophilic,6102
37,growth,positive,mesophilic,6101
37,growth,positive,mesophilic,143234
37,growth,positive,mesophilic,143236
37,growth,positive,mesophilic,11738
37,growth,positive,mesophilic,11737
37,growth,positive,mesophilic,143237
37,growth,no,mesophilic,143246
37,growth,positive,mesophilic,143247
37,growth,positive,mesophilic,10490
37,growth,positive,mesophilic,143274
37,growth,positive,mesophilic,3148
37,growth,positive,mesophilic,143275
37,growth,positive,mesophilic,143279
37,growth,positive,mesophilic,151
37,growth,positive,mesophilic,138119
37,growth,positive,mesophilic,143309
37,growth,positive,mesophilic,143329
37,growth,positive,mesophilic,143330
37,growth,positive,mesophilic,143331
37,growth,positive,mesophilic,143332
37,growth,positive,mesophilic,143334
37,growth,positive,mesophilic,143346
37,growth,positive,mesophilic,143363
37,growth,positive,mesophilic,143380
37,growth,positive,mesophilic,6098
37,growth,positive,mesophilic,143385
37,growth,positive,mesophilic,6103
37,growth,positive,mesophilic,143395
37,growth,positive,mesophilic,2614
37,growth,positive,mesophilic,143418
37,growth,positive,mesophilic,143421
37,growth,positive,mesophilic,137139
37,growth,positive,mesophilic,143441
37,growth,positive,mesophilic,143449
37,growth,positive,mesophilic,144
37,growth,positive,mesophilic,143456
37,growth,positive,mesophilic,143487
37,growth,positive,mesophilic,143500
37,growth,positive,mesophilic,138237
37,growth,positive,mesophilic,11746
37,growth,positive,mesophilic,11741
37,growth,positive,mesophilic,143522
37,growth,positive,mesophilic,143538
37,growth,positive,mesophilic,138093
37,growth,positive,mesophilic,143550
37,growth,positive,mesophilic,206
37,growth,positive,mesophilic,143559
37,growth,positive,mesophilic,143561
37,growth,positive,mesophilic,143565
37,growth,positive,mesophilic,143578
37,growth,positive,mesophilic,2127
37,growth,positive,mesophilic,143590
37,growth,positive,mesophilic,143625
37,growth,positive,mesophilic,143639
37,growth,positive,mesophilic,143651
37,growth,positive,mesophilic,143667
37,growth,positive,mesophilic,7777
37,growth,positive,mesophilic,136331
37,growth,positive,mesophilic,8419
37,growth,positive,mesophilic,143688
37,growth,positive,mesophilic,161
37,growth,positive,mesophilic,17121
37,growth,positive,mesophilic,143692
37,growth,positive,mesophilic,143693
37,growth,positive,mesophilic,12520
37,growth,positive,mesophilic,143723
37,growth,positive,mesophilic,143794
37,growth,positive,mesophilic,143797
37,growth,positive,mesophilic,143817
37,growth,positive,mesophilic,6427
37,growth,positive,mesophilic,6460
37,growth,positive,mesophilic,143843
37,growth,positive,mesophilic,6422
37,growth,positive,mesophilic,4711
37,growth,positive,mesophilic,143897
37,growth,positive,mesophilic,143906
37,growth,positive,mesophilic,18018
37,growth,positive,mesophilic,143918
37,growth,positive,mesophilic,2720
37,growth,positive,mesophilic,143919
37,growth,positive,mesophilic,143920
37,growth,positive,mesophilic,143921
37,growth,positive,mesophilic,2754
