ID_kit_api_ID32E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_ID32E,modify_in_pgsql_ID32E,ID_tbl_api_ID32E,last_change
695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,5081,46486,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,143035,46487,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
697,-,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,-,-,+,141417,44402,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
698,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,141200,44123,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
699,-,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,141200,44123,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
700,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,+,+,-,-,143058,46514,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
701,+,+,-,-,-,+,+,-,-,-,+,+,+,+,-,+,-,-,+,+,-,+,+,-,-,+,+,+,+,+,-,-,143101,46564,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
702,+,-,-,+,-,+,-,-,-,+,+,+,-,-,-,-,+,+,+,+,+,+,+,-,-,+,-,+,+,+,-,-,143129,46595,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
703,+,-,+,-,-,-,-,-,-,+,+,+,+,-,-,-,+,+,+,+,+,+,-,-,+,+,+,+,+,+,-,+,143141,46610,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
704,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,+,-,-,+,+,-,+,-,-,+,+,+,-,-,+,-,+,141428,44413,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
705,-,-,+,-,-,+,-,-,+,-,+,+,+,-,+,-,+,-,+,+,-,+,+,-,+,+,+,-,-,-,-,-,143168,46641,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
706,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,143172,46645,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
707,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,+,-,143173,46646,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
708,+,+,-,-,-,+,+,-,+,+,+,+,+,+,-,-,+,-,+,+,-,+,+,-,-,+,+,+,+,+,-,-,141202,44125,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
709,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,3008,44417,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
710,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,3009,44418,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
711,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,+,-,+,+,+,+,-,-,-,+,-,-,-,-,+,-,143235,46723,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
712,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,143252,46744,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
713,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,143254,46747,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
714,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,143255,46748,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143256,46749,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
716,-,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,143269,46768,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
717,+,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,+,+,+,+,-,+,143276,46777,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
718,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,143285,46787,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
719,-,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,143290,46792,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23365,44438,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
721,+,-,-,+,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,+,+,+,-,-,143311,46817,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
722,+,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,-,-,+,+,+,+,+,+,-,-,141206,44129,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
723,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,143367,46876,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
724,-,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+,+,+,-,+,-,-,+,-,+,+,+,-,-,4322,46880,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
725,+,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,138452,65624,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
726,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-,-,+,-,+,+,-,+,-,+,+,+,+,-,+,-,-,+,4976,46883,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
727,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,143371,46884,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
728,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,143372,46887,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
729,+,+,+,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,+,-,-,+,+,+,+,+,-,-,-,5234,46888,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
730,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,143373,46889,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
731,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,136159,46890,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
732,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,143374,46891,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
733,+,-,+,-,+,-,+,+,+,+,,,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,+,-,+,-,+,141208,44131,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
734,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,8088,46953,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
735,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,17264,46964,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
736,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,+,143435,46965,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
737,-,-,-,-,-,+,-,-,+,-,-,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,143437,46968,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
738,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,+,-,+,-,143441,46972,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,143448,46979,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
740,-,-,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,139426,46983,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
741,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,+,+,-,-,+,+,+,-,-,+,-,-,143455,46989,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
742,-,+,-,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,137807,46997,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
743,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,143464,46999,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
744,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,5292,47075,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
745,-,-,-,+,+,+,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,143547,47089,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
746,-,+,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,-,-,-,143567,47112,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
747,-,+,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,-,-,-,143568,47113,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
748,-,+,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,143569,47114,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
749,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,143570,47115,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
750,-,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,143571,47116,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
751,-,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,143572,47117,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
752,-,-,-,-,-,+,-,-,-,+,+,+,-,-,-,+,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,143573,47118,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
753,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143574,47119,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
754,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143575,47120,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
755,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,143576,47124,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
756,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,143576,47124,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
757,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,11689,44468,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
758,+,+,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,+,+,+,-,-,+,+,+,+,+,+,-,-,143588,47137,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
759,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,143592,47142,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
760,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,+,143593,47143,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
761,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,143598,47148,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
762,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,-,-,+,+,-,-,143626,47176,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
763,+,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,-,+,-,+,-,-,+,+,+,-,+,+,-,-,143656,47208,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
764,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,4981,47223,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
765,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,143669,47224,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
766,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,4982,47225,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
767,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,143670,47226,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
768,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,-,-,-,-,143672,47228,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
769,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,-,-,143672,47228,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
770,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,+,-,-,+,+,143673,47229,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
771,-,-,-,-,-,-,+,-,+,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,+,-,+,-,-,+,+,143673,47229,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
772,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,143674,47231,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
773,-,-,+,+,-,+,+,-,+,+,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,+,-,+,143675,47232,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
774,-,-,-,-,-,+,+,-,-,+,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,+,-,-,143677,47234,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
775,+,+,+,-,-,-,+,-,-,+,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,+,-,+,143678,47235,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
776,+,+,+,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,+,-,-,+,+,+,+,+,-,-,-,143679,47236,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
777,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,143689,47251,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
778,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,143701,47269,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
779,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,143703,47271,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
780,-,-,-,+,-,+,+,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,143708,47276,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
781,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,143709,47277,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
782,+,-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-,+,-,+,+,+,+,-,-,-,143712,47280,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
783,+,-,-,-,-,+,-,-,-,+,+,+,-,-,-,+,-,-,+,+,-,+,-,-,+,+,+,-,+,-,-,-,143713,47281,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
784,+,-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-,+,-,+,+,+,+,-,-,-,143714,47282,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
785,+,-,-,-,-,+,-,-,-,+,+,-,-,-,-,+,-,+,+,+,-,+,-,+,+,+,+,-,+,-,+,-,143715,47283,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
786,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,+,+,+,-,-,+,-,-,+,-,-,+,-,-,-,143716,47284,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
787,-,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,-,-,+,-,-,+,-,-,+,-,-,-,143717,47285,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
788,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,-,+,+,+,-,+,+,-,+,-,+,+,-,-,-,143718,47286,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
789,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+,+,-,-,-,-,-,+,-,-,+,-,-,-,143719,47287,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
790,+,+,-,-,-,-,-,+,-,+,+,+,-,+,-,+,-,+,+,+,+,-,+,+,-,+,-,-,+,-,-,-,143720,47288,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
791,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,+,+,+,+,-,+,+,-,+,-,+,+,-,-,-,143721,47289,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
792,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,+,-,+,+,+,+,-,+,+,-,+,-,+,+,-,-,-,143722,47290,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
793,+,-,+,-,-,+,-,-,-,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,143723,47291,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
794,+,-,+,-,-,+,-,-,-,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,143724,47292,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
795,+,-,+,-,-,+,-,-,-,+,+,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,143725,47293,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
796,+,-,+,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,143726,47294,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
797,+,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,-,-,-,143727,47295,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
798,-,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,-,+,-,-,-,143728,47296,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
799,-,+,-,-,-,+,-,-,-,+,+,+,-,-,-,+,-,-,+,+,-,+,-,-,+,+,+,-,+,-,-,-,143729,47297,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
800,-,-,-,-,-,+,-,-,-,+,+,+,-,-,-,+,-,-,+,+,-,+,-,-,+,+,+,-,+,-,-,-,143730,47298,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
801,+,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,-,-,-,143731,47299,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
802,+,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,143732,47300,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
803,+,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,-,-,-,143733,47301,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
804,+,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,-,-,-,143734,47302,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
805,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,+,+,+,-,-,+,+,-,+,-,-,-,-,-,-,143735,47303,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
806,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,+,+,+,-,-,+,+,-,+,-,-,-,-,-,-,143736,47304,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
807,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,+,+,+,-,-,+,+,-,+,-,-,-,-,-,-,143737,47305,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
808,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,-,-,143738,47306,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
809,+,-,-,-,-,+,+,-,-,+,-,+,-,+,-,+,-,-,+,+,+,+,-,-,+,+,+,-,+,-,-,+,143739,47307,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
810,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,+,+,+,+,-,+,+,-,+,143740,47308,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
811,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,143741,47309,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
812,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,-,+,+,+,-,+,-,-,+,137603,47310,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
813,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,+,+,+,+,+,-,+,+,+,+,-,+,-,+,+,143743,47313,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
814,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,+,+,+,+,-,+,-,+,+,143744,47314,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
