ID_kit_api_50CHac,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,cupule_33,cupule_34,cupule_35,cupule_36,cupule_37,cupule_38,cupule_39,cupule_40,cupule_41,cupule_42,cupule_43,cupule_44,cupule_45,cupule_46,cupule_47,cupule_48,cupule_49,cupule_50,ID_strains,ID_reference,manual_annotation,created_50CHac,modify_in_pgsql_50CHac,ID_tbl_api_50CHac,last_change
4283,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,6629,8604,1,2009-12-09 00:00:00,2016-02-05 15:47:31,365.0,2019-11-20 06:22:47
4282,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+/-,+,-,-,-,-,+/-,-,+/-,-,-,6629,8604,1,2008-09-08 00:00:00,2016-02-05 15:47:31,364.0,2019-11-20 06:22:47
4281,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,+/-,-,+/-,-,-,6629,8604,1,2007-01-30 00:00:00,2016-02-05 15:47:31,363.0,2019-11-20 06:22:47
4280,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,+/-,-,+,-,-,6629,8604,1,2006-03-14 00:00:00,2016-02-05 15:47:31,362.0,2019-11-20 06:22:47
4279,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+/-,-,+,+,+,+,+,+,+,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+/-,-,-,6629,8604,1,2005-03-10 00:00:00,2016-02-05 15:47:31,361.0,2019-11-20 06:22:47
4278,-,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,1687,8530,1,2015-08-03 00:00:00,2016-02-05 15:47:31,360.0,2019-11-20 06:22:47
4277,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+/-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1736,8529,1,2014-02-13 00:00:00,2016-02-05 15:47:31,359.0,2019-11-20 06:22:47
4276,-,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,1736,8529,1,2008-03-18 00:00:00,2016-02-05 15:47:31,358.0,2019-11-20 06:22:47
4275,-,-,-,-,-,-,-,-,-,-,-,+,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,1712,8528,1,2012-03-02 00:00:00,2016-02-05 15:47:31,357.0,2019-11-20 06:22:47
4274,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,1717,8525,1,2011-02-07 00:00:00,2016-02-05 15:47:31,356.0,2019-11-20 06:22:47
4273,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+/-,-,-,-,+,-,-,-,+,+,+/-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,1685,8524,1,1859-11-24 00:00:00,2016-02-05 15:47:31,355.0,2019-11-20 06:22:47
4272,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+/-,+/-,+,+,-,+,+,+,+,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,1685,8524,1,2010-09-13 00:00:00,2016-02-05 15:47:31,354.0,2019-11-20 06:22:47
4271,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+/-,-,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,-,-,+/-,-,-,-,-,-,-,-,-,+/-,1708,8523,1,2007-09-25 00:00:00,2016-02-05 15:47:31,353.0,2019-11-20 06:22:47
4270,-,-,-,-,-,+,-,-,-,-,+,+,+,-,+/-,-,-,-,-,+/-,-,-,-,-,-,+,+,-,+,-,+,+,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,1719,8522,1,2012-02-28 00:00:00,2016-02-05 15:47:31,352.0,2019-11-20 06:22:47
4269,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+/-,-,-,+/-,+,+,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,1732,8519,1,2007-10-30 00:00:00,2016-02-05 15:47:31,351.0,2019-11-20 06:22:47
4268,-,-,-,-,-,+,-,-,-,-,+/-,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,1706,8518,1,2012-07-20 00:00:00,2016-02-05 15:47:31,350.0,2019-11-20 06:22:47
4267,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,+/-,+/-,+,+,+,+,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,1696,8517,1,2012-03-16 00:00:00,2016-02-05 15:47:31,349.0,2019-11-20 06:22:47
4266,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,1696,8517,1,2006-11-13 00:00:00,2016-02-05 15:47:31,348.0,2019-11-20 06:22:47
4265,-,-,-,+,-,-,+,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,1744,8516,1,2014-03-04 00:00:00,2016-02-05 15:47:31,347.0,2019-11-20 06:22:47
4264,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1744,8516,1,2006-09-22 00:00:00,2016-02-05 15:47:31,346.0,2019-11-20 06:22:47
4263,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+/-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,1743,8514,1,2013-12-20 00:00:00,2016-02-05 15:47:31,345.0,2019-11-20 06:22:47
4262,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,+,+,-,+,+,+,+,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,1743,8514,1,2011-03-03 00:00:00,2016-02-05 15:47:31,344.0,2019-11-20 06:22:47
4261,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,1743,8514,1,2010-04-09 00:00:00,2016-02-05 15:47:31,343.0,2019-11-20 06:22:47
4260,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,-,+/-,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,1743,8514,1,2008-12-17 00:00:00,2016-02-05 15:47:31,342.0,2019-11-20 06:22:47
4259,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,+,+,-,+,-,+,-,+,-,-,+,-,-,-,+,-,-,-,-,-,1743,8514,1,2007-01-23 00:00:00,2016-02-05 15:47:31,341.0,2019-11-20 06:22:47
4258,-,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,+,+/-,+,-,+,+,+,+,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,1743,8514,1,2005-02-04 00:00:00,2016-02-05 15:47:31,340.0,2019-11-20 06:22:47
4257,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,-,+/-,+,+,-,+,+,+,+,-,+/-,-,+,+,+,-,+/-,+,-,-,-,-,-,-,-,-,+/-,1684,8513,1,2006-11-23 00:00:00,2016-02-05 15:47:31,339.0,2019-11-20 06:22:47
4256,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,+/-,-,+,1702,8511,1,2006-11-23 00:00:00,2016-02-05 15:47:31,338.0,2019-11-20 06:22:47
4255,-,-,-,-,+,+,+,-,-,-,+,+,+,+/-,+/-,-,-,-,+/-,+,+/-,+,+/-,+,+,+,+,+/-,+,+,+,+,+/-,+/-,-,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,1682,8510,1,2011-04-06 00:00:00,2016-02-05 15:47:31,337.0,2019-11-20 06:22:47
4254,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,-,+,+,+,+,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,1682,8510,1,2009-02-12 00:00:00,2016-02-05 15:47:31,336.0,2019-11-20 06:22:47
4253,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,+,+,+,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,1682,8510,1,2005-07-07 00:00:00,2016-02-05 15:47:31,335.0,2019-11-20 06:22:47
4252,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6449,8508,1,2015-06-30 00:00:00,2016-02-05 15:47:31,334.0,2019-11-20 06:22:47
4251,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6449,8508,1,2013-03-15 00:00:00,2016-02-05 15:47:31,333.0,2019-11-20 06:22:47
4250,-,-,-,-,-,-,-,-,-,-,-,+,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6449,8508,1,2011-02-07 00:00:00,2016-02-05 15:47:31,332.0,2019-11-20 06:22:47
4249,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6449,8508,1,2008-11-12 00:00:00,2016-02-05 15:47:31,331.0,2019-11-20 06:22:47
4248,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6449,8508,1,2008-10-02 00:00:00,2016-02-05 15:47:31,330.0,2019-11-20 06:22:47
4247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6449,8508,1,2008-09-29 00:00:00,2016-02-05 15:47:31,329.0,2019-11-20 06:22:47
4246,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6449,8508,1,2005-04-29 00:00:00,2016-02-05 15:47:31,328.0,2019-11-20 06:22:47
4245,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6448,8507,1,2013-11-20 00:00:00,2016-02-05 15:47:31,327.0,2019-11-20 06:22:47
4244,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,6404,8506,1,2013-12-05 00:00:00,2016-02-05 15:47:31,326.0,2019-11-20 06:22:47
4243,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,6404,8506,1,2008-07-22 00:00:00,2016-02-05 15:47:31,325.0,2019-11-20 06:22:47
4242,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,6404,8506,1,2006-09-06 00:00:00,2016-02-05 15:47:31,324.0,2019-11-20 06:22:47
4241,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,6404,8506,1,2006-02-28 00:00:00,2016-02-05 15:47:31,323.0,2019-11-20 06:22:47
4240,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,6465,8505,1,2011-04-18 00:00:00,2016-02-05 15:47:31,322.0,2019-11-20 06:22:47
4239,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+/-,+,-,+,+,-,-,+,+,-,-,-,+,+,+,-,-,-,+,-,-,-,-,-,-,-,6465,8505,1,2008-02-22 00:00:00,2016-02-05 15:47:31,321.0,2019-11-20 06:22:47
4238,-,-,-,-,-,-,-,-,-,-,-,+,+,+/-,-,-,-,-,-,-,-,-,-,-,+/-,+,+/-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6453,8504,1,2010-06-29 00:00:00,2016-02-05 15:47:31,320.0,2019-11-20 06:22:47
4237,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6453,8504,1,2006-02-23 00:00:00,2016-02-05 15:47:31,319.0,2019-11-20 06:22:47
4236,-,-,-,-,-,-,-,-,-,-,+,+,-,+/-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6471,8503,1,2015-07-02 00:00:00,2016-02-05 15:47:31,318.0,2019-11-20 06:22:47
4235,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6471,8503,1,2012-11-16 00:00:00,2016-02-05 15:47:31,317.0,2019-11-20 06:22:47
4234,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6471,8503,1,2010-07-21 00:00:00,2016-02-05 15:47:31,316.0,2019-11-20 06:22:47
4233,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+/-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6471,8503,1,2009-01-09 00:00:00,2016-02-05 15:47:31,315.0,2019-11-20 06:22:47
4232,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6471,8503,1,2006-03-31 00:00:00,2016-02-05 15:47:31,314.0,2019-11-20 06:22:47
4231,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+/-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6471,8503,1,2006-03-30 00:00:00,2016-02-05 15:47:31,313.0,2019-11-20 06:22:47
4230,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6450,8502,1,2014-08-07 00:00:00,2016-02-05 15:47:31,312.0,2019-11-20 06:22:47
4229,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6450,8502,1,2011-08-22 00:00:00,2016-02-05 15:47:31,311.0,2019-11-20 06:22:47
4228,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6450,8502,1,2008-02-18 00:00:00,2016-02-05 15:47:31,310.0,2019-11-20 06:22:47
4227,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6450,8502,1,2006-03-21 00:00:00,2016-02-05 15:47:31,309.0,2019-11-20 06:22:47
4226,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6450,8502,1,2004-12-01 00:00:00,2016-02-05 15:47:31,308.0,2019-11-20 06:22:47
4225,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,6452,8501,1,2013-05-15 00:00:00,2016-02-05 15:47:31,307.0,2019-11-20 06:22:47
4224,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6451,8500,1,2013-05-07 00:00:00,2016-02-05 15:47:31,306.0,2019-11-20 06:22:47
4223,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6451,8500,1,2010-08-17 00:00:00,2016-02-05 15:47:31,305.0,2019-11-20 06:22:47
4222,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+/-,-,+/-,+,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6451,8500,1,2007-04-17 00:00:00,2016-02-05 15:47:31,304.0,2019-11-20 06:22:47
4221,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6451,8500,1,2006-03-28 00:00:00,2016-02-05 15:47:31,303.0,2019-11-20 06:22:47
4220,-,-,-,-,+,+,+,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,6529,8489,1,2011-05-10 00:00:00,2016-02-05 15:47:31,302.0,2019-11-20 06:22:47
4219,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6529,8489,1,2011-04-18 00:00:00,2016-02-05 15:47:31,301.0,2019-11-20 06:22:47
4218,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6422,8488,1,2014-03-12 00:00:00,2016-02-05 15:47:31,300.0,2019-11-20 06:22:47
4217,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,6422,8488,1,2011-07-05 00:00:00,2016-02-05 15:47:31,299.0,2019-11-20 06:22:47
4216,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+/-,-,-,+,-,+,+,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,+,-,+,6422,8488,1,2009-04-22 00:00:00,2016-02-05 15:47:31,298.0,2019-11-20 06:22:47
4215,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,+,-,+,6422,8488,1,2007-04-12 00:00:00,2016-02-05 15:47:31,297.0,2019-11-20 06:22:47
4214,-,-,-,-,-,+/-,-,-,-,-,+/-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+/-,+/-,+/-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,6509,8487,1,2013-09-09 00:00:00,2016-02-05 15:47:31,296.0,2019-11-20 06:22:47
4213,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,6459,8486,1,2009-01-31 00:00:00,2016-02-05 15:47:31,295.0,2019-11-20 06:22:47
4212,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6655,8485,1,2013-09-27 00:00:00,2016-02-05 15:47:31,294.0,2019-11-20 06:22:47
4211,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,6655,8485,1,2011-11-28 00:00:00,2016-02-05 15:47:31,293.0,2019-11-20 06:22:47
4210,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,6655,8485,1,2008-12-17 00:00:00,2016-02-05 15:47:31,292.0,2019-11-20 06:22:47
4209,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,6655,8485,1,2007-02-20 00:00:00,2016-02-05 15:47:31,291.0,2019-11-20 06:22:47
4208,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+/-,+/-,-,-,-,-,-,+,+/-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,+/-,6655,8485,1,2005-01-05 00:00:00,2016-02-05 15:47:31,290.0,2019-11-20 06:22:47
4207,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6458,8455,1,2015-03-16 00:00:00,2016-02-05 15:47:31,289.0,2019-11-20 06:22:47
4206,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6458,8455,1,2011-01-13 00:00:00,2016-02-05 15:47:31,288.0,2019-11-20 06:22:47
4205,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6458,8455,1,2010-01-13 00:00:00,2016-02-05 15:47:31,287.0,2019-11-20 06:22:47
4204,-,-,-,-,+,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6472,8454,1,2015-08-04 00:00:00,2016-02-05 15:47:31,286.0,2019-11-20 06:22:47
4203,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6457,8453,1,2012-09-19 00:00:00,2016-02-05 15:47:31,285.0,2019-11-20 06:22:47
4202,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,6457,8453,1,2009-10-21 00:00:00,2016-02-05 15:47:31,284.0,2019-11-20 06:22:47
4201,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+/-,-,+,6457,8453,1,2009-01-08 00:00:00,2016-02-05 15:47:31,283.0,2019-11-20 06:22:47
4200,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,7387,8437,1,2007-01-23 00:00:00,2016-02-05 15:47:31,282.0,2019-11-20 06:22:47
4199,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,6427,8433,1,2014-06-27 00:00:00,2016-02-05 15:47:31,281.0,2019-11-20 06:22:47
4198,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+/-,-,-,6427,8433,1,2009-10-14 00:00:00,2016-02-05 15:47:31,280.0,2019-11-20 06:22:47
4197,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+/-,-,-,6427,8433,1,2008-02-05 00:00:00,2016-02-05 15:47:31,279.0,2019-11-20 06:22:47
