ID_kit_api_zym,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,ID_strains,ID_reference,manual_annotation,created_zym,modify_in_pgsql_zym,ID_tbl_api_zym,last_change
1691,-,-,+,+,+,+,+,+,-,-,+,+,-,-,-,-,+,-,-,-,148402,52690,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1692,-,-,+,+,-,-,-,-,-,-,-,+,-,+,-,+,+,-,-,-,139099,52712,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1693,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,148428,52720,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1694,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3165,52721,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1695,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,148429,52722,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1696,-,+,+,+,-,+,-,-,+,-,+,+,-,-,-,+,+,-,-,-,10726,52726,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1697,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,148438,52734,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1698,-,+,+,+,-,+,+,+,+,-,+,-,-,+,-,+,+,-,+,+,148446,52742,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1699,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,148514,52832,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1700,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,+,-,-,-,148520,52838,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1701,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,148547,52867,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1702,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,148554,52874,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1703,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148569,52889,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1704,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,148571,52891,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1705,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,148573,52893,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1706,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148574,52894,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1707,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,148580,52900,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1708,-,+,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,22994,52909,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1709,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,148594,52915,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1710,-,-,+,+,-,+,-,-,-,-,+,-,-,+,-,-,-,+,-,-,148604,52925,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1711,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,148606,52928,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1712,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148611,52933,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1713,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148725,53053,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1714,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,148726,53054,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1715,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,148813,53143,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1716,-,-,-,-,-,+,-,-,-,-,+,+,-,+,+,+,+,+,+,-,148970,53304,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1717,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3176,53326,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1718,-,-,+,+,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,-,148993,53330,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1719,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149006,53343,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1720,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149050,53389,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1721,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149072,53419,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1722,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149087,53435,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1723,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,149099,53447,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1724,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,149100,53448,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1725,-,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,149101,53449,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1726,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149102,53450,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1727,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3177,53451,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1728,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149120,53471,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1729,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149146,53501,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1730,-,+,+,+,-,-,-,-,-,-,-,+,-,+,-,+,+,-,-,-,149156,53512,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1731,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149210,53571,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1732,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149237,53602,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1733,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,149261,53629,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1734,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149275,53644,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1735,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149277,53649,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1736,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,149295,53669,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1737,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,149302,53677,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1738,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,149304,53679,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1739,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,8422,53707,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1740,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,+,-,-,-,149362,53750,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1741,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,149388,53777,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1742,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,149391,53780,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1743,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149394,53783,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1744,-,-,-,+,-,+,+,+,+,-,+,+,-,-,-,-,+,-,-,-,8435,53793,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1745,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,8448,53794,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1746,-,+,-,+,-,+,+,+,-,-,+,+,-,-,-,+,-,-,-,-,8433,53796,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1747,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149471,53882,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1748,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149473,53884,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1749,-,-,+,+,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,149487,53900,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1750,-,+,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,149489,53902,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1751,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,149492,53905,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1752,-,-,-,+,-,+,-,-,-,-,+,+,-,+,-,+,+,-,-,-,149494,53909,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1753,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,-,3153,53924,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1754,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134608,53926,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1755,-,-,+,+,+,+,-,-,+,-,+,+,-,-,-,-,+,-,-,-,149528,53948,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1756,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149548,53970,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1757,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149557,53979,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1758,-,-,+,+,+,+,-,+,-,-,-,+,-,-,-,+,+,-,-,-,149605,54038,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1759,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,3175,54117,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1760,-,-,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,138196,54118,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1761,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,149682,54119,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1762,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,149685,54122,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1763,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,-,149693,54132,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1764,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149703,54143,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1765,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149709,54149,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1766,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149711,54151,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1767,-,-,+,+,-,+,-,-,-,-,+,+,-,+,-,+,+,+,+,-,7403,54184,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1768,-,+,-,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,149743,54186,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1769,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,149744,54187,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1770,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149747,54190,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1771,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149768,54212,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1772,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,149782,54230,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1773,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149803,54257,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1774,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149844,54313,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1775,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,149887,54358,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1776,-,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,149899,54370,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1777,-,+,-,+,-,+,-,-,-,+,+,+,-,-,-,+,+,-,-,-,149917,54390,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1778,-,+,-,+,-,+,+,+,-,-,+,+,-,-,-,+,+,-,-,-,149921,54394,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1779,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,+,+,+,+,-,178,54404,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1780,-,-,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,135881,54471,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1781,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,139188,54472,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1782,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,149987,54477,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1783,-,-,+,+,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,149993,54483,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1784,-,+,+,+,-,+,+,+,-,-,+,-,+,+,-,+,+,-,+,-,150009,54501,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1785,-,-,+,-,-,+,-,-,-,-,-,-,-,+,-,+,+,+,+,-,150010,54502,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1786,-,-,+,-,-,-,-,-,-,-,+,-,-,+,-,+,+,+,+,-,150014,54506,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1787,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150024,54517,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1788,-,+,+,+,-,+,-,+,-,-,+,+,-,+,-,+,+,-,+,-,150080,54583,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1789,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150088,54591,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1790,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150099,54602,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1791,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150100,54603,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1792,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150108,54611,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1793,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150109,54612,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1794,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,150122,54626,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1795,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,150128,54633,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1796,-,+,-,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,150144,54650,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1797,-,+,+,+,-,+,-,+,-,-,+,+,-,-,-,-,+,-,-,-,150152,54658,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1798,-,+,+,+,-,+,-,+,+,-,+,+,-,-,-,-,+,-,-,-,150153,54659,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1799,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,+,+,+,-,150156,54662,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1800,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150158,54664,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1801,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,150177,54684,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1802,-,+,-,-,-,+,-,-,-,-,+,-,-,+,-,+,+,+,-,-,1770,54685,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1803,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,+,+,-,-,-,150187,54704,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1804,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150234,54753,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1805,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,150311,54853,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1806,-,+,-,+,-,+,-,-,-,-,+,+,-,+,-,+,+,+,-,+,150312,54854,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1807,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150356,54900,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1808,-,-,-,+,-,+,-,+,-,-,+,-,-,-,+,-,-,-,-,-,150357,54901,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1809,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,+,-,150358,54902,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1810,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150359,54903,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1811,-,+,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,3133,54904,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1812,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150375,54922,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1813,-,-,+,+,-,+,-,-,-,-,+,+,-,+,-,+,+,+,+,+,150377,54924,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1814,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150380,54928,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1815,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150381,54929,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1816,-,-,-,+,-,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,150387,54939,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1817,-,+,+,+,-,+,-,-,-,-,+,-,+,+,-,+,+,+,+,+,150404,54958,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1818,-,+,+,+,-,+,-,-,+,-,+,+,-,+,-,+,-,+,+,-,150423,54977,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1819,-,+,-,-,-,+,-,-,+,-,+,+,-,+,-,+,-,-,-,-,150424,54978,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1820,-,+,-,-,-,+,-,-,+,-,+,+,-,+,-,+,-,+,-,-,150425,54979,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1821,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,150439,54997,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1822,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150441,55000,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1823,-,+,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150442,55001,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1824,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,150443,55003,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1825,-,+,+,+,-,+,-,-,-,-,+,-,-,+,+,+,-,+,-,-,136285,44192,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1826,-,+,+,+,-,+,-,+,-,-,+,-,-,+,+,-,-,-,-,-,150502,55072,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1827,-,+,+,+,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,150509,55079,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1828,-,-,+,+,+,+,-,+,-,-,+,+,-,-,-,+,-,-,-,-,150517,55088,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1829,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,150520,55091,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1830,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150527,55098,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1831,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,+,+,+,+,-,150560,55138,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1832,-,+,+,+,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,-,150561,55139,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1833,-,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,3220,55165,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1834,-,+,-,-,-,+,+,+,+,+,+,+,-,+,-,+,+,-,-,-,150607,55196,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1835,-,+,+,+,-,+,+,+,+,+,+,+,-,-,-,+,+,+,+,-,150608,55197,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1836,-,+,-,+,-,+,-,-,+,-,-,-,+,+,-,+,+,+,+,-,150612,55202,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1837,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,150613,55203,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1838,-,+,-,-,-,+,-,-,-,-,+,+,+,+,-,+,+,+,-,-,5094,65636,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1839,-,+,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,150662,55257,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1840,-,-,+,+,-,+,-,-,-,-,+,-,-,+,-,+,+,+,-,-,150663,55258,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
1841,-,+,+,+,-,+,-,+,-,+,+,+,-,-,-,+,+,+,+,+,150666,55261,1,2019-11-19 10:27:50,2019-11-19 09:27:50,,2019-11-19 09:27:50
